Sample ID,Mean 01,Mean 02,Mean 03,Mean 04,Mean 05,Mean 06,Mean 07,Mean 08,Mean 09,Mean 10,Mean 11,Mean 12,Mean 13,Mean 14,Mean 15,Mean 16,Mean 17,Mean 18,StdDev 01,StdDev 02,StdDev 03,StdDev 04,StdDev 05,StdDev 06,StdDev 07,StdDev 08,StdDev 09,StdDev 10,StdDev 11,StdDev 12,StdDev 13,StdDev 14,StdDev 15,StdDev 16,StdDev 17,StdDev 18,
0C_0h_air_a_b1,16.96142,21.43848,26.01804,32.47007,34.48205,32.841,29.98512,36.53511,50.91374,53.58867,54.5603,57.29671,54.1545,52.59559,50.31637,44.06684,41.97271,33.65311,3.63849,4.404888,4.779017,5.289883,5.525663,5.512681,5.465576,5.8846,6.681794,6.899176,7.088789,7.543264,7.788081,7.647759,7.480256,6.262642,6.131865,5.200771,
0C_0h_air_b_b1,18.9854,23.36201,28.56777,35.91738,37.60916,35.72009,32.90823,39.61741,55.10175,57.76926,58.72185,61.06983,57.30079,55.58432,53.08335,45.8611,43.45798,33.96883,4.321651,5.120403,5.435298,5.747703,5.863456,5.821411,5.611667,6.090207,6.505785,6.654275,6.781777,7.007322,6.859642,6.724678,6.576669,5.526773,5.429736,4.760296,
0C_0h_air_c_b1,16.49812,19.57446,24.30506,31.66792,33.36868,31.45268,29.45237,34.87909,51.43425,54.64526,55.71692,58.59063,56.23237,54.62781,52.20688,45.18095,42.82625,33.59426,3.208,3.566801,3.864101,4.421433,4.513731,4.467379,4.611857,4.767479,5.456419,5.674316,5.789197,6.104639,6.424934,6.324806,6.187864,5.187523,5.08429,4.393369,
0C_0h_air_d_b1,15.8979,20.23135,24.71088,30.9628,32.84003,31.17073,28.16983,35.56894,51.30799,54.18245,55.21804,58.20766,55.13002,53.51035,51.13794,44.51017,42.28312,33.57774,3.37217,4.035917,4.488086,5.113969,5.174401,5.069338,5.015106,5.239349,5.9447,6.118169,6.249835,6.433627,6.358548,6.24252,6.131326,5.197279,5.089134,4.405926,
0C_168h_air_a_b1,16.13607,20.91117,24.15813,27.7128,29.07426,28.40046,28.26476,34.86735,45.41073,49.29485,51.38081,58.01649,53.75291,52.11517,49.69302,43.50035,41.40983,33.07069,3.286748,4.134642,4.546586,5.020103,5.1655,5.199626,5.695897,5.995887,6.042382,6.322252,6.577972,7.461564,7.295033,7.16972,7.036465,5.985642,5.839522,4.947689,
0C_168h_air_b_b1,16.72256,22.22432,25.66405,29.41817,31.43584,30.77566,30.56399,37.54267,48.28593,51.68992,53.44248,58.61702,54.00497,52.35495,49.93878,43.76437,41.65014,33.2829,3.779065,4.559028,4.829491,5.056443,5.236751,5.267657,5.513949,6.080414,6.005322,6.117116,6.303404,6.708858,6.329537,6.247525,6.197596,5.39595,5.292322,4.617818,
0C_168h_air_c_b1,15.17135,17.85807,21.23601,26.25648,27.51213,25.95638,23.13541,29.96432,46.33366,49.81557,51.08061,55.40164,53.41174,51.84098,49.39737,43.02445,40.8139,32.20523,4.116042,4.743662,4.985841,5.303655,5.315374,5.253458,5.107965,5.670302,5.86978,5.985548,6.123086,6.378112,6.197884,6.138593,6.049312,5.185265,5.063762,4.396271,
0C_168h_air_d_b1,15.65224,19.12245,23.03507,28.74489,30.67995,29.11032,26.58717,33.75878,49.8012,52.74667,53.7889,56.62686,53.75595,52.29329,50.06446,43.96606,41.80047,33.34064,3.59072,4.256306,4.544102,4.916757,4.980559,4.908759,4.600989,5.157278,5.615077,5.737599,5.851496,6.036046,5.921556,5.888342,5.844925,5.060147,4.949654,4.321895,
0C_168h_air_e_b1,16.83613,20.68379,24.23816,28.87651,30.15221,29.02804,28.25066,34.2781,48.96916,53.05196,54.88562,60.36703,57.52953,55.87347,53.33544,46.30614,43.99857,34.73854,3.922437,4.358008,4.508462,4.642586,4.552959,4.521471,4.576957,4.720994,4.833615,4.978722,5.065327,5.497976,5.858167,5.885191,5.839229,5.029868,4.940762,4.373591,
0C_168h_air_f_b1,18.00309,22.49273,25.9869,30.27578,32.16918,31.11695,30.08538,35.83051,50.09999,53.33378,54.60408,58.11397,54.61024,53.0654,50.73116,44.34856,42.11502,33.31227,5.887213,6.195045,6.297836,6.410402,6.166339,6.044679,5.700991,6.002873,6.543221,6.637996,6.71154,6.779059,6.690007,6.66888,6.635221,5.813686,5.707983,5.034821,
0C_192h_air_a_b1,15.81131,20.50486,24.04352,28.34921,29.76698,28.9668,28.83792,34.19849,47.59798,51.6277,53.52062,58.98765,55.77218,54.1572,51.68114,44.75646,42.42677,33.1795,3.612155,4.3702,4.722234,5.206285,5.268203,5.215712,5.319683,5.562047,6.309495,6.439015,6.520487,6.866338,7.251975,7.169831,7.087459,6.103804,6.007792,5.236904,
0C_192h_air_b_b1,16.40412,20.37905,23.64596,27.51031,28.63078,27.70612,26.8133,33.19955,46.36522,50.5326,52.59949,59.18841,55.90681,54.28322,51.82788,45.07685,42.83186,33.91513,4.368306,4.864678,4.977849,4.87865,4.626965,4.584301,4.6297,4.836226,5.289943,5.474685,5.458909,5.471064,5.732147,5.699094,5.682,4.93098,4.860788,4.248354,
0C_192h_air_c_b1,17.79932,23.65174,27.45476,31.87731,33.72891,33.16938,34.61002,39.63982,50.03212,53.83509,55.86353,62.12647,57.89838,56.10749,53.43987,46.11433,43.73447,34.24288,3.267075,3.82134,3.973055,4.245117,4.31386,4.32475,4.900856,4.859503,4.889683,5.111253,5.289134,5.843415,5.911232,5.778463,5.627441,4.6856,4.568881,3.892251,
0C_192h_air_d_b1,15.27154,19.09956,22.7106,27.3506,28.63073,27.31367,24.95392,32.51311,47.97197,51.56236,53.13906,57.7815,54.79229,53.18759,50.74615,44.1794,41.98703,33.34824,3.913129,4.687906,4.849754,5.206636,5.329779,5.260812,5.175194,5.457637,6.179195,6.254953,6.257631,6.332821,6.64062,6.524626,6.365851,5.329085,5.198135,4.44033,
0C_192h_air_e_b1,13.98105,17.26477,20.83325,25.48759,27.02439,25.80556,24.13442,30.87241,46.57287,50.21053,51.72838,56.06594,53.15834,51.73852,49.57188,43.62286,41.54248,33.38659,3.711873,4.213988,4.596628,5.198986,5.288925,5.117471,4.712746,5.531409,7.045,7.438169,7.627966,8.188217,8.69102,8.590907,8.499687,7.208806,7.019147,5.787213,
0C_192h_air_f_b1,15.82247,20.17887,23.72243,27.90102,29.22976,28.1773,27.14153,34.16047,49.88785,53.75828,55.47348,60.13211,56.35781,54.76217,52.34602,45.46947,43.1527,33.98869,3.279156,3.943424,4.129034,4.406129,4.552626,4.545514,4.827354,5.113059,6.295353,6.513576,6.627351,6.651976,6.694439,6.581315,6.461777,5.421772,5.271291,4.435382,
0C_216h_air_a_b1,14.86128,19.65477,22.99474,26.74963,28.21989,27.44482,26.80282,33.54446,49.25547,53.5596,55.49689,60.42765,55.93364,54.31803,51.76891,44.92294,42.62262,33.40698,2.981004,3.795205,4.080075,4.438519,4.552746,4.45457,4.362273,4.600679,6.550146,6.57475,6.448577,5.975609,5.908114,5.825518,5.724194,4.839714,4.735267,4.151657,
0C_216h_air_b_b1,15.48035,20.4077,23.46971,26.74202,27.85063,27.26765,27.353,32.82883,46.5123,51.08247,53.26207,59.32257,55.52658,54.11782,51.85025,45.52554,43.38288,34.72177,3.671525,4.365722,4.726337,5.055992,5.155386,5.064678,4.896814,5.309234,6.425197,6.365352,6.323847,6.43096,6.401194,6.328753,6.248076,5.377593,5.269075,4.529938,
0C_216h_air_c_b1,16.38345,21.46431,24.58496,28.05765,29.45162,28.89351,29.70824,34.5138,48.54716,53.11938,55.18795,60.74509,56.78667,55.30032,52.9179,46.22514,43.99924,34.92875,4.66499,5.561988,5.807692,5.961993,5.769309,5.71237,5.915179,5.897414,6.169824,6.347973,6.486634,6.943356,6.703574,6.590065,6.48369,5.590025,5.494041,4.780085,
0C_216h_air_d_b1,17.22402,22.97246,26.1846,29.39994,30.62242,30.28168,32.17654,36.83064,46.19176,50.62889,53.1815,61.27878,56.41357,54.69471,52.08095,45.24892,42.98944,33.86019,3.417559,3.980455,4.220399,4.516729,4.531885,4.501269,5.251425,5.103589,6.365399,6.612328,6.643071,6.828856,6.916996,6.828417,6.711457,5.638477,5.452467,4.459777,
0C_216h_air_e_b1,17.02345,21.69588,24.85623,28.35537,29.32386,28.6889,29.00757,34.67542,47.04475,51.14109,53.16048,58.75731,54.07759,52.52273,50.10499,43.81594,41.65378,32.99755,4.526878,4.56628,4.83884,5.21319,5.220767,5.070984,4.943035,5.001532,6.249851,6.242941,6.194991,6.096678,6.194077,6.150772,6.104535,5.251081,5.134591,4.37763,
0C_216h_air_f_b1,18.02765,22.47089,25.37203,28.66482,29.54462,28.77955,28.80975,33.85444,49.07598,53.50195,55.35531,60.02606,56.54762,55.19614,52.99438,46.48919,44.27709,35.28636,4.662624,5.001171,5.070398,5.102816,4.948435,4.944835,5.273089,5.215685,5.512262,5.782207,5.971399,6.610324,6.741283,6.652952,6.512933,5.48099,5.339365,4.516761,
0C_216h_air_g_b1,16.64874,21.24563,24.73915,28.81337,29.70944,28.86142,29.05396,33.85751,47.71494,52.37775,54.61416,60.81009,56.43373,54.72399,52.03263,44.86984,42.48537,32.98621,4.2795,5.076001,5.342782,5.480223,5.310059,5.36562,6.113365,5.620505,4.911551,5.092009,5.165094,5.441041,5.538514,5.490681,5.436251,4.743752,4.684087,4.22614,
0C_216h_air_h_b1,15.2586,20.91208,23.93701,27.0215,28.34447,28.11894,29.869,35.4489,44.27941,48.83793,51.53262,60.19471,55.53725,53.81228,51.21134,44.53768,42.36071,33.56454,3.860829,4.130149,4.264884,4.462159,4.46582,4.446261,4.609602,5.017104,5.570424,5.668505,5.772791,6.212111,6.367819,6.28547,6.218019,5.384244,5.279412,4.539258,
0C_216h_air_i_b1,15.72666,20.52229,23.49624,26.90132,28.16259,27.72374,29.4903,33.47308,45.16057,49.94003,52.47124,60.2284,56.87039,55.33067,52.87191,46.12084,43.9372,35.01965,3.601297,4.397319,4.658803,4.966171,4.917676,4.86741,4.889172,4.905314,5.865021,6.018884,6.019193,6.019226,6.292524,6.251739,6.161495,5.283684,5.180284,4.474767,
0C_216h_air_j_b1,14.29627,18.57617,21.91507,25.98752,27.39067,26.72214,27.04311,33.08885,44.66377,49.15515,51.50864,59.59523,56.16912,54.41246,51.67063,44.62025,42.32573,33.07678,3.215346,4.104511,4.480873,4.979383,4.809979,4.655738,4.473342,4.36276,5.246875,5.217555,5.198547,5.294375,5.938167,5.846194,5.71821,4.757048,4.615554,3.846049,
0C_48h_air_a_b1,18.98786,21.94353,25.90598,31.83512,32.83912,31.0735,28.41966,34.38843,50.39046,53.33756,54.18384,56.90788,54.41151,53.06008,50.87794,44.61427,42.41519,33.74224,4.909111,5.133342,4.94908,4.642048,4.478312,4.43888,4.230661,4.430118,5.079217,5.375531,5.50592,6.087944,6.631233,6.52956,6.393696,5.373236,5.226461,4.404933,
0C_48h_air_b_b1,15.98937,19.06846,22.75377,28.3808,29.58211,27.88377,25.04213,31.04864,46.96517,50.19522,51.13614,54.77316,52.91095,51.4725,49.18629,42.93295,40.73391,32.11143,4.466683,5.085013,5.153289,5.164641,5.090716,5.060069,4.971504,5.083781,5.357397,5.489171,5.570361,5.873923,6.124302,6.027976,5.932632,5.074667,4.973491,4.2551,
0C_48h_air_c_b1,15.4699,18.65714,22.79062,29.00117,30.65803,28.97368,26.20253,32.71525,48.26217,51.36319,52.29567,55.82794,53.24271,51.77342,49.40349,43.05439,40.89259,32.37216,4.4842,4.71541,4.799722,4.808184,4.653151,4.631461,4.635509,4.745926,5.195193,5.504216,5.64161,6.230333,6.908884,6.823793,6.677962,5.599578,5.473224,4.694994,
0C_48h_air_d_b1,16.58901,19.61757,24.03307,30.73892,31.82524,29.89515,26.97573,33.29157,50.57032,53.97028,54.93883,58.38968,56.32778,54.78739,52.33259,45.36405,43.03035,33.7485,3.912608,4.404928,4.763297,5.154515,5.100019,5.05635,4.90903,5.194126,5.533922,5.698858,5.823545,6.131044,6.341862,6.216535,6.028431,4.958782,4.804235,4.00449,
0C_96h_air_a_b1,16.55413,19.90195,23.35733,28.27332,30.17875,28.69247,25.57922,33.25952,49.15977,52.24534,53.42041,57.02794,54.39977,52.8895,50.61039,44.51438,42.48219,34.3049,4.14439,4.820388,5.047982,5.279356,5.380361,5.34588,5.151999,5.777451,6.171661,6.249508,6.343543,6.564324,6.717349,6.657055,6.595665,5.755676,5.736992,5.266637,
0C_96h_air_b_b1,15.53456,20.01486,23.99508,29.20541,31.60962,30.38058,28.37633,36.26196,50.92503,54.06911,55.34822,59.25997,56.04346,54.38272,51.90252,45.18855,42.96993,34.05545,4.075884,5.246541,5.644564,6.03121,6.073229,6.117557,6.507808,6.569482,6.494685,6.680268,6.847703,7.259646,7.124891,6.989932,6.857296,5.812917,5.687331,4.812482,
0C_96h_air_c_b1,18.13027,22.88483,27.05384,32.59143,34.46423,33.09541,31.14105,37.74612,52.69773,55.88457,57.16304,61.02626,58.02905,56.3376,53.78947,46.68657,44.36374,35.02056,4.222167,4.852842,5.206775,5.687657,5.708888,5.63125,5.512614,5.787866,6.282305,6.388907,6.470718,6.570369,6.700129,6.609764,6.514277,5.539028,5.440328,4.744846,
0C_96h_air_d_b1,17.26825,22.81341,26.63671,31.07132,33.31761,32.48761,31.52321,38.92667,50.50859,53.8007,55.44649,60.67501,57.02936,55.24877,52.60748,45.60409,43.34088,34.29935,3.896312,4.815604,5.102341,5.365157,5.515257,5.595091,6.230475,6.032012,6.118488,6.187841,6.332854,6.691869,6.873135,6.756621,6.614076,5.591622,5.488201,4.768891,
10C_0h_air_a_b1,16.5491,19.62942,24.79381,32.53721,33.10266,30.88901,27.4461,34.52681,51.8292,55.00446,56.1853,59.80755,57.10439,55.28102,52.61378,45.27284,42.86214,33.51363,4.015319,4.742962,5.080589,5.347475,5.231299,5.205418,5.078104,5.170367,4.676518,4.603425,4.649951,4.64486,4.677124,4.632329,4.613866,4.185872,4.226586,4.149417,
10C_0h_air_b_b1,18.91498,22.80219,27.75541,34.87893,35.95247,33.93846,30.28582,37.16643,52.96247,55.80933,56.86023,60.09071,57.8065,56.19598,53.87936,47.13557,44.98243,36.3798,4.398266,5.668632,5.941547,6.000999,5.950247,5.908,5.594626,6.059522,6.088664,6.165175,6.248271,6.406517,6.694207,6.635606,6.62724,5.825063,5.764521,5.144353,
10C_0h_air_c_b1,15.64005,18.56986,22.76303,29.07471,30.04708,28.16082,25.25789,31.92866,48.94903,52.19212,53.29569,57.03229,55.58697,54.0171,51.67419,44.87837,42.57472,33.66935,3.631644,4.120844,4.344193,4.661302,4.661205,4.591887,4.325263,4.696787,5.169058,5.342215,5.476502,5.824136,6.316527,6.210561,6.09815,5.119641,4.99143,4.259723,
10C_0h_air_d_b1,19.31207,22.57693,27.46945,34.89239,35.96443,33.85661,30.58797,37.0701,53.31504,56.26777,57.34484,60.2611,56.98566,55.30884,52.91495,46.02591,43.72514,34.73014,3.963185,4.367918,4.829914,5.511714,5.451109,5.423431,5.625505,5.243251,5.141967,5.265395,5.405036,5.615311,5.706501,5.582266,5.4487,4.578555,4.472521,3.910586,
10C_48h_air_a_b1,17.71077,22.13391,25.75269,30.17885,31.07024,29.98968,29.34297,34.45639,50.34349,54.49726,56.02797,60.7521,57.7277,56.20879,53.75219,46.46336,44.06503,34.43649,3.440971,4.130354,4.449366,4.806627,4.939471,4.953286,5.530724,5.265192,5.179165,5.413628,5.57986,5.937783,5.996824,5.85313,5.670734,4.649408,4.508779,3.788358,
10C_48h_air_b_b1,16.81235,19.92373,23.56252,28.38398,29.66376,28.31099,26.33824,32.12382,51.12617,55.18731,56.35202,59.33048,56.46161,55.64848,52.66603,45.54493,43.16609,33.66579,3.710857,4.219689,4.437014,4.640345,4.677855,4.692247,4.794907,4.811862,4.811952,4.992102,5.103159,5.459442,5.901445,5.878801,5.693515,4.816535,4.737254,4.22164,
10C_48h_air_c_b1,18.34976,22.11359,25.68273,30.0971,30.77808,29.55781,27.32025,33.5743,49.16338,52.7227,53.93671,57.74844,54.3115,52.84779,50.49567,43.93159,41.69017,32.82033,5.496045,5.514911,5.568594,5.684546,5.433872,5.319021,4.96128,5.119305,6.246924,6.455179,6.54054,6.785748,7.004936,6.865566,6.699151,5.568654,5.391393,4.477663,
10C_48h_air_d_b1,16.59056,20.9057,24.66998,29.31964,31.11157,30.14248,29.49782,34.8489,51.42971,55.25423,56.5071,59.78425,56.54036,55.16012,52.86704,45.95489,43.63723,34.36329,4.083591,4.346929,4.46326,4.611378,4.599387,4.501019,4.319286,4.71648,6.404641,6.767896,6.936311,7.213924,7.74018,7.66936,7.536905,6.313101,6.17296,5.279954,
10C_96h_air_a_b1,16.79881,18.76616,22.43757,27.6539,29.05419,27.53402,25.18221,30.81631,46.09301,49.91792,51.26612,54.66417,54.05165,52.81369,50.76295,44.41215,42.12739,33.2731,4.109142,4.741259,5.072172,5.336145,5.160973,5.091421,4.878294,5.112092,5.637668,5.571803,5.633125,5.613173,5.711737,5.663176,5.605849,4.78342,4.648382,3.872207,
10C_96h_air_b_b1,17.48712,19.93596,24.22047,30.5597,32.41314,30.80912,28.99226,34.8354,52.14376,56.14421,57.46884,60.6768,58.58604,57.05429,54.57108,47.14993,44.70573,34.91494,5.143177,5.809149,6.114018,6.117276,5.678006,5.570193,5.241299,5.407035,5.820883,5.909441,5.998654,6.051441,6.03769,5.981217,5.945724,5.187142,5.137555,4.60283,
10C_96h_air_c_b1,17.60976,20.39326,23.86463,28.62959,30.40322,29.16467,27.10747,32.89313,49.43857,53.58406,55.05231,58.15729,56.61404,55.39186,53.38221,46.80984,44.52655,35.46387,4.221848,4.580201,4.951709,5.268537,4.982853,4.850636,4.530219,4.815722,5.263617,5.321831,5.399375,5.530615,5.868054,5.847123,5.831472,5.080419,4.993024,4.353637,
10C_96h_air_d_b1,17.82945,20.96207,24.67195,29.79938,31.84431,30.56412,29.2928,34.7942,50.50793,54.7347,56.16576,59.07415,56.98033,55.63702,53.47229,46.59621,44.21671,34.76811,3.917615,4.392222,4.71745,5.024345,5.013068,4.959001,4.855301,5.14954,5.671638,5.594679,5.652896,5.556449,5.327804,5.259521,5.201132,4.498648,4.417699,3.889246,
5C_0h_air_a_b1,17.79043,21.35765,25.92278,32.41903,33.67908,32.08867,30.38769,36.09839,52.1325,55.30313,56.48447,59.54492,56.02929,54.25592,51.6261,44.44889,42.07645,32.86803,3.57819,4.125352,4.36221,4.593997,4.762135,4.784945,4.704,5.329869,5.420572,5.489215,5.593431,5.726538,5.591305,5.478072,5.364323,4.618479,4.579357,4.272603,
5C_0h_air_b_b1,15.22738,18.39177,22.0673,27.39545,28.90379,27.43731,25.92899,30.86226,46.47473,49.67443,50.79016,53.96469,52.0124,50.54414,48.34528,42.2967,40.11621,31.78601,3.355201,3.70052,4.04111,4.527508,4.685437,4.632868,4.560852,5.111726,5.326962,5.358494,5.445923,5.577021,5.434075,5.34323,5.253067,4.558771,4.480893,3.986344,
