Sample ID,Mean 01,Mean 02,Mean 03,Mean 04,Mean 05,Mean 06,Mean 07,Mean 08,Mean 09,Mean 10,Mean 11,Mean 12,Mean 13,Mean 14,Mean 15,Mean 16,Mean 17,Mean 18,StdDev 01,StdDev 02,StdDev 03,StdDev 04,StdDev 05,StdDev 06,StdDev 07,StdDev 08,StdDev 09,StdDev 10,StdDev 11,StdDev 12,StdDev 13,StdDev 14,StdDev 15,StdDev 16,StdDev 17,StdDev 18,
0C_24h_air_b_b2,16.63844,20.34107,24.96826,31.42867,32.95535,31.18396,28.35253,35.20498,52.49428,55.76862,56.71737,59.86087,57.07085,55.48655,52.83648,45.92772,43.77251,34.51607,3.637603,4.430132,4.868878,5.626344,5.753869,5.742869,5.924961,6.294537,6.379402,6.468287,6.595545,6.702494,6.545619,6.439051,6.358336,5.547734,5.501585,4.903336,
0C_24h_air_c_b2,16.72559,20.77065,25.00925,30.78861,32.51645,30.88669,27.70457,34.9218,49.93185,52.58465,53.32732,56.1157,53.16394,51.59872,49.01895,42.81549,40.74563,32.13739,4.802027,5.569387,5.66918,5.90732,5.822527,5.725578,5.278589,5.804579,6.490017,6.634411,6.727776,6.969143,6.877128,6.749359,6.629347,5.716141,5.662996,4.951851,
0C_24h_air_d_b2,16.75381,20.06671,24.47962,30.48566,32.2187,30.61045,28.55464,34.84129,52.89519,56.3257,57.25901,60.10247,57.76614,56.27622,53.70364,46.72931,44.54766,35.20299,3.511375,3.899466,4.175866,4.768301,4.875451,4.774644,4.631362,5.103179,6.084193,6.28348,6.390004,6.541921,6.62657,6.535594,6.454036,5.542098,5.464518,4.697092,
0C_72h_air_a_b2,17.92924,21.89285,25.65934,30.88037,32.68305,31.34422,29.65218,36.19776,50.84298,53.92444,55.03288,58.67759,55.96658,54.3684,51.78268,45.07173,42.95661,34.12613,5.202099,5.390135,5.289406,5.437016,5.114372,5.037479,4.616416,4.824239,5.6578,5.854285,5.992842,6.390357,6.891696,6.780594,6.631744,5.575565,5.459533,4.577982,
0C_72h_air_b_b2,15.95616,20.38132,24.51586,30.00453,32.17527,30.77815,28.45001,36.07192,50.9476,53.78685,54.74797,58.35314,54.58385,53.00653,50.46161,44.02411,41.93794,33.33168,4.0281,4.41069,4.64687,5.188426,5.142415,5.151197,5.199755,5.301783,5.747202,5.878527,6.028998,6.481455,6.608144,6.452732,6.230894,5.13864,5.017102,4.25523,
0C_72h_air_c_b2,17.06916,22.38519,26.0653,30.32975,32.61441,31.70984,30.23962,38.34692,50.7958,53.69893,55.00644,58.70951,53.87005,52.21903,49.66655,43.39682,41.36671,33.0391,4.028171,4.393509,4.54389,4.8626,5.036582,5.050127,5.287024,5.41345,6.135048,6.22523,6.359441,6.754655,6.620882,6.505224,6.368534,5.46515,5.421871,4.890448,
0C_96h_air_a_b2,18.31863,21.76856,25.42352,30.10983,31.59432,30.23289,28.80947,34.72246,53.90519,57.83984,59.08411,61.56368,57.95397,56.54726,54.19643,47.19186,44.88737,35.38327,4.967994,4.903004,4.895286,5.03568,5.106285,5.056067,4.859723,5.27254,6.044246,6.232649,6.330606,6.632576,6.845114,6.800981,6.746013,5.92658,5.889099,5.361787,
0C_96h_air_b_b2,16.95194,20.91712,24.72221,29.61043,31.33727,30.12774,28.59535,34.80709,51.67219,55.10606,56.26273,59.25256,55.76442,54.28951,51.84832,45.20177,43.00512,34.03115,4.947722,5.539958,5.726414,6.069118,6.32474,6.346119,6.265807,6.915153,7.430767,7.58532,7.696229,7.98954,7.813241,7.66898,7.496814,6.384766,6.28447,5.4359,
0C_96h_air_c_b2,15.50253,19.12635,22.4845,26.64308,27.93734,26.8511,25.86424,31.71116,47.95562,51.70332,53.08884,56.85936,53.73436,52.39944,50.17764,44.0795,41.99216,33.48497,4.757291,5.276956,5.386013,5.55029,5.492912,5.510373,5.372343,5.823726,6.455233,6.739324,6.922117,7.423352,7.510491,7.407512,7.27959,6.227957,6.123633,5.227184,
0C_96h_air_d_b2,17.15031,20.94506,24.6177,29.22722,30.77901,29.48305,27.92443,34.10154,51.36863,55.12187,56.44221,60.02895,56.71741,55.19693,52.70835,45.74171,43.4706,34.13744,4.385315,4.689455,4.741877,5.001923,5.053714,5.048072,4.913533,5.420468,5.824182,5.878968,5.970557,6.31183,6.553687,6.443449,6.324173,5.473629,5.425685,4.816321,
10C_0h_air_a_b2,19.00493,24.07167,28.56126,34.217,35.488,34.20522,32.98262,38.97228,51.75539,54.67046,55.987,59.81017,55.64831,53.97061,51.45251,44.89299,42.66972,33.96481,4.029676,4.385586,4.398138,4.603549,4.694162,4.758648,5.284178,5.265421,5.153363,5.31819,5.506702,6.051051,5.915289,5.762199,5.567787,4.617714,4.504164,3.833786,
10C_0h_air_b_b2,15.18653,18.35686,22.66028,28.76821,30.66846,29.12707,26.84267,33.44507,50.54169,53.72945,54.77166,58.02023,56.02409,54.57288,52.24097,45.71158,43.4794,34.74829,4.414447,4.844644,5.177022,5.820077,5.92625,5.873446,5.730195,6.128709,6.696159,6.828464,6.946282,7.192822,7.399543,7.284781,7.161902,6.06961,5.941493,5.080882,
10C_0h_air_c_b2,17.15539,20.95283,25.59923,32.29972,33.77014,31.98268,29.44945,35.57472,50.74863,53.70241,54.73312,58.08622,55.41793,53.81453,51.33534,44.75792,42.51175,33.76039,4.813662,5.337519,5.675798,6.167654,6.325854,6.381008,6.651821,6.659255,6.119049,6.026835,6.080694,6.014154,5.834758,5.728195,5.640936,4.914961,4.884487,4.467724,
10C_0h_air_d_b2,15.58052,18.7558,23.18806,29.71851,31.10803,29.07449,25.47978,33.26808,50.10145,52.93702,53.83787,56.94855,54.46964,52.92193,50.5645,44.30616,42.1195,33.64076,3.913781,4.263482,4.233604,4.511543,4.702114,4.664953,4.482721,5.251869,5.986,6.117015,6.261892,6.432931,6.258821,6.114791,5.912882,4.945119,4.809714,4.084483,
10C_24h_air_a_b2,14.77556,17.67705,21.4285,26.73159,28.30916,26.64392,23.1037,30.49022,46.9406,49.94373,50.7967,53.9934,51.66785,50.22575,47.81843,42.01654,40.04579,31.881,3.965199,4.124634,4.306323,4.823186,4.805316,4.707825,4.359802,4.772202,5.607114,5.839256,5.927423,6.345691,6.600488,6.474395,6.313996,5.336031,5.254658,4.5492,
10C_24h_air_b_b2,18.26366,21.71274,26.09795,32.17017,33.4493,31.70437,28.74494,35.83594,53.09343,56.32858,57.27108,60.60947,57.99457,56.36703,53.60193,46.39706,44.21164,34.78805,4.624439,4.95203,4.86447,5.043045,5.008308,4.969035,4.68891,5.083218,5.62339,5.80741,5.910809,6.294904,6.740543,6.688518,6.631112,5.82973,5.824026,5.293093,
10C_24h_air_c_b2,15.62217,19.0361,23.01848,28.53884,30.31983,28.8439,26.31092,33.08996,50.29856,53.72499,54.71003,58.30341,56.27398,54.77066,52.20878,45.53886,43.41407,34.37351,3.835403,4.313468,4.60576,5.221295,5.369462,5.350108,5.251739,5.704302,6.316663,6.520926,6.674138,7.027309,7.258446,7.132202,7.005166,5.914902,5.792156,4.841465,
10C_24h_air_d_b2,15.9565,18.96594,23.12272,29.00182,30.5915,28.86411,25.92727,32.81163,50.76443,53.95051,54.77151,57.58697,54.94646,53.4443,50.93483,44.52358,42.41821,33.5787,4.895621,5.118683,5.230233,5.430037,5.26327,5.169813,4.761431,5.10062,5.355997,5.406761,5.47859,5.582731,5.527423,5.436485,5.412192,4.786678,4.748583,4.253443,
10C_72h_air_a_b2,17.82851,20.88415,24.87517,30.2938,32.3403,30.94903,28.86557,35.0615,53.39211,57.28839,58.5159,60.96504,57.63902,56.1296,53.5568,46.28601,43.95985,34.41909,4.448279,4.856862,5.14625,5.522923,5.510534,5.413846,5.015327,5.534303,6.21661,6.39028,6.477564,6.664993,6.887936,6.838637,6.764597,5.862617,5.806797,5.268379,
10C_72h_air_b_b2,16.58016,19.32136,22.67831,27.3452,29.34361,28.10258,26.29854,32.35294,50.85165,55.03588,56.39466,59.42955,57.04128,55.76666,53.5247,46.7748,44.56133,35.36668,4.399733,4.719018,4.834344,5.134488,5.243231,5.20441,4.920956,5.425853,6.622059,6.801088,6.901404,7.008031,7.113794,7.039405,6.935338,5.900297,5.767706,4.85021,
10C_72h_air_c_b2,14.71685,17.13217,20.58328,25.67104,28.15901,26.8749,25.14665,31.13559,46.11945,49.2468,50.16529,52.27918,49.93486,48.73364,46.62336,40.99163,38.93286,30.84955,3.389679,3.584271,3.675129,3.936718,3.977651,3.9658,3.645922,4.236277,5.904452,6.119267,6.292962,6.678483,6.792491,6.657966,6.46867,5.243291,5.065264,3.956845,
10C_96h_air_a_b2,18.55667,21.23273,25.17487,30.62208,32.55726,31.1199,28.93901,34.60937,52.33012,55.88218,56.8699,58.76729,55.3376,53.90982,51.45575,44.41766,42.0789,32.6762,5.463715,5.850719,6.032433,6.124386,6.035577,5.974985,5.523888,5.782698,6.391023,6.620013,6.725165,7.00639,7.194563,7.129612,7.041216,6.066816,6.027798,5.397381,
10C_96h_air_b_b2,17.24705,19.73119,23.59447,28.89968,31.02525,29.64336,27.10912,33.06931,50.66544,54.35867,55.38145,57.56237,55.27631,54.08805,51.93659,45.17863,42.8195,33.39845,5.11769,5.496747,5.567802,5.66505,5.547065,5.520735,5.26981,5.407156,6.085248,6.254142,6.345965,6.536058,6.767639,6.696807,6.604876,5.660635,5.549028,4.749907,
10C_96h_air_c_b2,16.26689,18.6886,22.18402,27.23556,29.52904,28.25316,26.21656,32.11905,50.12068,53.86731,54.93168,57.05243,54.36753,53.19793,51.06418,44.46331,42.16214,33.02134,5.621023,5.851106,5.926195,6.034093,5.8674,5.791238,5.399045,5.665711,6.561245,6.863561,6.989624,7.321153,7.432722,7.327684,7.186917,6.034992,5.902057,4.989618,
10C_96h_air_d_b2,12.60918,14.07217,17.19099,22.05688,24.33731,22.90726,20.41723,26.95532,45.77576,50.09088,51.27841,54.46661,53.06698,51.96311,49.8707,43.47996,41.21714,32.19798,4.206802,4.918262,5.64272,6.896961,7.348431,7.239064,7.18733,7.031569,6.790205,6.642221,6.643513,6.575398,6.533337,6.433087,6.278684,5.285602,5.154913,4.244084,
5C_0h_air_a_b2,15.05531,18.24817,22.7973,29.35391,30.43469,28.63966,25.72583,32.33165,49.15437,52.46447,53.57599,57.36311,55.44524,53.84582,51.33974,44.63612,42.3385,33.44913,3.866816,4.21588,4.304891,4.527269,4.655041,4.649226,4.494627,4.695129,5.124673,5.253744,5.377496,5.716618,6.181457,6.080113,5.94348,5.012801,4.897484,4.182971,
5C_0h_air_c_b2,17.26493,21.07046,25.4678,31.67706,33.57539,31.9348,29.52179,35.85305,51.47763,54.25578,55.1431,57.63126,54.27352,52.81239,50.58511,44.52112,42.36289,33.94012,5.167264,5.544656,5.60448,5.865213,5.90495,5.824286,5.584652,6.031105,7.069149,7.278496,7.432704,7.747093,7.821951,7.696134,7.564725,6.413941,6.242138,5.208053,
5C_0h_air_d_b2,17.90402,22.35416,27.34715,34.29792,35.87264,33.94102,30.62514,38.13884,53.68433,56.50872,57.51324,60.75149,57.62546,55.97477,53.46989,46.6122,44.3145,35.22451,4.533348,4.638945,4.819707,5.395888,5.44303,5.385736,5.39942,5.952288,6.553535,6.771173,6.918668,7.359124,7.532427,7.401343,7.257722,6.179807,6.04743,5.18637,
5C_168h_air_a_b2,17.00153,18.56532,21.54131,25.94671,28.4798,27.40652,25.81557,31.26851,47.93785,51.48741,52.44899,54.66112,53.14581,52.12146,50.17542,44.28403,42.20435,33.66359,5.129084,5.564621,5.552002,5.491771,5.131208,5.07481,4.692878,4.828215,5.184164,5.376899,5.507397,5.795923,6.098989,6.133055,6.055187,5.219534,5.135585,4.405781,
5C_168h_air_b_b2,14.83868,16.5764,19.552,23.8668,25.94156,24.69516,22.50984,28.68175,48.27046,52.50518,53.71247,56.47358,54.79848,53.65428,51.56004,45.22935,43.04628,34.11087,4.81955,5.261324,5.259361,5.249273,5.083938,5.069979,4.819943,4.82504,5.30863,5.687403,5.897554,6.288977,6.293315,6.206587,6.010494,4.920399,4.737643,3.794363,
5C_168h_air_c_b2,16.75276,19.19943,22.2763,26.49675,28.36332,27.08836,24.54646,31.15543,49.13822,52.82888,53.74819,56.03138,53.9007,52.80724,50.80706,44.92721,42.91591,34.53144,4.481308,4.849425,4.964294,5.182467,5.296379,5.264979,5.209239,5.320502,5.641583,5.817078,5.938862,6.197611,6.369431,6.351426,6.244914,5.349167,5.268169,4.552334,
5C_168h_air_d_b2,14.85185,17.002,20.48161,25.44459,28.31006,27.16594,25.17907,31.41982,47.8216,51.14376,52.0271,54.08838,52.43033,51.30044,49.22767,43.22731,41.08835,32.425,3.653328,4.215581,4.501382,5.109421,5.451571,5.426094,5.342719,5.780947,6.446689,6.650242,6.762974,6.905113,6.508809,6.406562,6.212402,5.15543,5.012632,4.03884,
5C_168h_air_e_b2,16.33003,18.61266,21.95059,26.69464,28.46772,27.09825,24.80381,31.05917,51.00761,55.15709,56.2806,58.73373,56.75274,55.59196,53.44838,46.86668,44.69071,35.4809,3.709635,4.020667,4.079549,4.379929,4.598931,4.557071,4.363209,4.904973,6.111187,6.478707,6.638594,6.923602,6.845702,6.75733,6.586715,5.530052,5.378417,4.455502,
5C_168h_air_f_b2,16.76905,18.55778,21.8461,26.28953,27.62083,26.11424,23.01625,30.14224,52.34935,57.08158,58.39071,61.51626,60.34366,59.10813,56.77754,49.30598,46.94374,36.88033,4.453928,4.686237,4.71299,4.801661,4.860983,4.856239,4.777766,4.775928,4.79679,4.959019,5.091559,5.283811,5.362004,5.343806,5.247661,4.544218,4.520713,4.145334,
5C_192h_air_a_b2,13.81693,15.50877,18.4226,22.73023,24.97045,23.70164,21.13279,27.79636,44.91357,49.07384,50.26733,53.12849,51.71317,50.70739,48.75291,43.20082,41.14996,32.94113,3.534603,3.697021,3.773795,4.198005,4.531844,4.420305,4.146735,4.991989,5.654431,5.554818,5.600562,5.675723,5.50212,5.446403,5.415246,4.682429,4.601326,3.944917,
5C_192h_air_b_b2,15.03037,17.35362,20.89195,25.92605,28.4326,27.14482,25.06384,31.7056,49.30596,53.49128,54.71279,57.578,56.30447,55.19379,53.04579,46.46822,44.23679,34.9674,4.405508,5.023563,5.474062,6.283176,6.501876,6.407384,6.594746,6.341021,6.490808,6.388553,6.373324,6.364286,6.22843,6.141933,6.007108,4.93877,4.769454,3.788456,
5C_192h_air_c_b2,15.72956,17.68966,20.74723,25.23289,27.96799,26.93439,25.71844,31.03211,47.49648,51.22988,52.24027,54.67744,52.96465,51.88101,49.74724,43.64513,41.49688,32.77594,4.336766,4.718253,4.840469,5.138869,5.135867,5.010128,4.643678,5.150943,5.823333,5.906372,5.992111,6.135722,5.973833,5.922988,5.837026,4.92454,4.801348,3.987301,
5C_192h_air_d_b2,16.39729,18.73974,22.24938,27.39743,29.60027,28.26966,26.31405,32.23692,51.77961,56.4635,57.77827,60.76689,59.37532,58.24598,56.09586,49.10355,46.80926,37.11562,3.907632,4.125565,4.178124,4.484946,4.3711,4.249791,3.90805,4.374209,5.976591,6.21753,6.340613,6.564602,6.686194,6.6117,6.468332,5.292142,5.092562,3.963086,
5C_192h_air_e_b2,16.09423,18.58784,21.84212,26.52851,29.57966,28.57478,27.18338,33.22718,49.33634,52.86833,53.8307,56.07769,53.58934,52.50063,50.49308,44.74454,42.75607,34.5127,4.294742,4.867618,5.099771,5.54627,5.965371,5.963296,5.956472,6.481502,7.321906,7.514637,7.646321,7.914671,7.62133,7.554734,7.49432,6.384165,6.232899,5.162069,
5C_192h_air_f_b2,15.06859,17.36671,20.52895,25.01084,28.15819,27.19138,25.61473,31.5035,47.40319,51.18811,52.24343,54.79684,52.96817,51.92457,49.91801,44.03656,41.92674,33.40282,3.93697,4.403012,4.659989,5.187968,5.665893,5.620628,5.577098,6.058101,6.567575,6.501173,6.5635,6.565792,6.295571,6.237017,6.200529,5.315175,5.211997,4.432377,
5C_24h_air_a_b2,16.21119,20.15159,24.2091,29.63403,31.92356,30.57524,27.92172,34.8823,50.03954,52.78624,53.58657,56.36327,53.40086,51.92099,49.46608,43.42269,41.39704,32.94587,3.470441,4.090629,4.242626,4.476671,4.672167,4.686166,4.56709,5.016272,5.288448,5.368643,5.48222,5.645627,5.49942,5.390718,5.29059,4.551949,4.473574,3.837003,
5C_24h_air_b_b2,17.39095,19.39577,23.86564,31.01679,32.26315,30.04608,26.32692,32.94245,50.25405,53.15377,53.88343,56.56228,54.05288,52.51778,49.94159,43.54936,41.41354,32.60863,4.384734,4.635653,4.765935,5.235589,5.150157,5.030862,4.723818,5.142909,6.097186,6.305985,6.395114,6.675916,6.601186,6.471725,6.34018,5.402343,5.359043,4.62879,
5C_24h_air_c_b2,15.97243,19.71301,23.96606,30.14563,32.21631,30.56126,27.6824,35.13533,51.80726,55.12786,56.19882,60.06373,58.05788,56.50889,53.88302,46.96347,44.8592,35.73817,3.445687,4.227426,4.593446,5.279854,5.451913,5.500691,5.867046,5.76088,6.120905,6.300736,6.456237,6.857416,6.814013,6.67956,6.528634,5.559667,5.478212,4.777296,
5C_24h_air_d_b2,14.79979,16.18078,20.47563,27.90144,28.36392,25.95696,22.18711,28.15249,46.384,50.00484,50.94275,55.19605,54.82874,53.26638,50.5702,43.82406,41.65523,32.52663,4.803933,4.663868,4.648074,4.947629,4.666117,4.56899,4.219103,4.387437,4.589983,4.648075,4.732959,4.893369,5.224435,5.138571,5.100607,4.399475,4.340525,3.75954,
5C_72h_air_a_b2,16.14216,21.80799,25.58934,29.77734,31.71301,30.87253,30.32735,36.97415,52.20689,55.96535,57.51083,61.33006,56.75492,55.1575,52.58096,45.66301,43.4515,34.26752,3.932827,4.591395,4.78055,5.078289,5.303358,5.298463,5.201794,5.558697,6.601873,6.705029,6.777719,6.759155,6.639437,6.553269,6.438369,5.437162,5.312034,4.46905,
5C_72h_air_b_b2,15.25893,21.21435,24.80037,28.8658,30.74323,30.13442,30.7655,36.64672,48.63313,52.21426,53.87457,58.70887,54.45621,52.84087,50.28167,43.87252,41.79972,33.25737,4.098876,5.007543,5.394732,6.086785,6.502563,6.550739,7.175363,6.840627,7.074993,7.061448,7.101973,7.222283,7.141448,6.963994,6.710718,5.444479,5.261612,4.099959,
5C_72h_air_c_b2,17.89921,23.04883,26.66084,31.04405,32.53438,31.44887,30.50187,35.92442,50.21095,53.39666,54.64288,57.99928,54.14011,52.56028,49.9938,43.50597,41.35477,32.61339,4.95698,5.406719,5.56031,5.807298,5.767027,5.746952,5.595265,5.854357,6.207516,6.223917,6.336121,6.489672,6.514082,6.426563,6.334116,5.477804,5.42012,4.792679,
5C_96h_air_a_b2,18.41684,23.29628,26.72084,30.75046,32.0854,31.26517,31.39285,36.41888,52.11427,56.54799,58.38803,63.05582,59.83209,58.44349,56.10021,48.77194,46.45382,36.76963,4.802596,4.960743,5.016972,5.206694,5.329545,5.295053,5.581916,5.421648,6.76159,7.137881,7.228105,7.688071,8.259696,8.217273,8.10952,6.918089,6.799966,5.853132,
5C_96h_air_b_b2,18.41269,22.6153,25.82426,29.88452,31.4931,30.65499,30.69847,35.37278,51.85051,56.10248,57.73842,61.5914,58.81162,57.42895,55.08957,47.91473,45.58738,35.97525,4.119975,4.431181,4.504282,4.744988,4.978292,4.944468,5.036683,5.301595,6.53148,6.844973,6.999355,7.601891,8.10737,8.003043,7.827247,6.575368,6.399429,5.312278,
5C_96h_air_c_b2,18.13862,21.96141,25.49238,29.8528,31.17582,29.95757,28.29591,34.27091,52.60411,56.59904,57.89564,60.66768,57.03728,55.71384,53.4661,46.68008,44.42774,35.19223,4.09996,4.336353,4.27916,4.372699,4.530471,4.562491,4.521958,4.783222,5.712045,6.046765,6.224142,6.806444,7.086727,6.993488,6.858625,5.80549,5.673491,4.848838,
5C_96h_air_d_b2,16.94401,20.67673,24.14948,28.5002,30.1306,29.00009,27.47532,33.63155,51.24601,54.94804,56.18036,58.58801,54.47804,53.12014,50.80367,44.30474,42.10703,33.25824,5.05059,5.142077,5.146724,5.263032,5.251169,5.222731,5.023347,5.233533,6.609062,7.054597,7.269257,7.862331,8.060834,7.964183,7.785506,6.568365,6.456102,5.582745,
